Materials-1,Materials-2,Electrolyte,Voltage window (V),Specific surface area (m2/g),Pore volume (cm3/g),Pore size (nm),Micropore volume (cm3/g),SSA of micropores (m2/g),Id/Ig,N (at. %),O (at. %),B (at. %),S (at. %),F (at. %),P (at. %),Capacitance (F/g),is_composite,has_material_note,mat1_enc,mat2_enc,elec_enc
N-doped porous carbon,none,koh,1.0,306.0,0.31,5.5,0.0,173.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0,0,16,5,14
N-doped porous carbon,none,koh,1.0,654.0,0.49,4.38,0.0,293.0,0.67,5.89,8.63,0.0,0.0,0.0,0.0,243.0,0,0,16,5,14
CNT,none,lipf6,3.0,214.3,1.28,0.0,0.08,0.0,1.2,0.0,0.3,0.0,0.0,0.0,0.0,32.0,0,0,9,5,17
CNT,none,lipf6,3.0,1123.2,2.38,0.0,0.4,0.0,1.47,0.0,5.5,0.0,0.0,0.0,0.0,145.0,0,0,9,5,17
porous carbon,none,emimbf4,3.5,3550.0,1.78,0.0,0.0,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0,0,36,5,4
AC,none,emimbf4,3.5,1740.0,0.6,0.0,0.0,1548.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0,0,3,5,4
porous carbon,none,lipf6_ec_dmc,3.0,3550.0,1.78,0.0,0.0,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0,0,36,5,18
carbon nanosheet,none,koh,1.0,773.0,0.68,0.5,0.0,462.0,2.95,0.0,3.6,0.0,0.0,0.0,0.0,142.0,0,0,28,5,14
carbon nanosheet,none,koh,1.0,1766.0,1.45,0.5,0.0,573.0,2.5,0.0,3.6,0.0,0.0,0.0,0.0,220.0,0,0,28,5,14
carbon nanosheet,none,koh,1.0,910.0,0.88,0.6,0.0,558.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0,0,28,5,14
NOP-doped porous carbon,none,koh,0.9,2335.0,1.32,2.6,0.95,0.0,1.0,1.1,11.0,0.0,0.0,0.0,1.6,315.0,0,0,19,5,14
AC,none,koh,1.0,2033.0,0.98,2.0,0.72,1530.0,0.99,0.8,5.6,0.0,0.0,0.0,0.0,374.0,0,0,3,5,14
AC,none,koh,1.0,2312.0,1.2,2.15,0.68,1743.0,0.98,1.4,4.5,0.0,0.0,0.0,0.0,355.0,0,0,3,5,14
AC,none,koh,1.0,1742.0,0.79,1.81,0.45,1196.0,0.88,1.0,6.3,0.0,0.0,0.0,0.0,266.0,0,0,3,5,14
AC,none,koh,1.0,2345.0,1.03,1.78,0.86,2102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0,0,3,5,14
AC,none,koh,1.0,182.0,0.1,2.29,0.05,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0,0,3,5,14
porous carbon,none,koh,1.0,1634.5,3.67,1.58,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,204.4,0,0,36,5,14
porous carbon,none,koh,1.0,1972.1,4.78,1.65,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,236.5,0,0,36,5,14
porous carbon,none,koh,1.0,1918.5,2.89,1.66,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,209.2,0,0,36,5,14
porous carbon,none,koh,0.9,1007.0,0.62,0.6,0.46,0.0,0.85,0.0,7.3,0.0,0.0,0.0,0.0,147.2,0,1,36,5,14
porous carbon,none,koh,0.9,1549.0,0.81,0.6,0.61,0.0,0.86,0.0,8.5,0.0,0.0,0.0,0.0,175.2,0,1,36,5,14
porous carbon,none,koh,0.9,648.0,0.33,0.6,0.33,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,174.4,0,1,36,5,14
porous carbon,none,teabf4_an,2.7,1007.0,0.62,0.6,0.46,0.0,0.85,0.0,7.3,0.0,0.0,0.0,0.0,38.0,0,1,36,5,24
porous carbon,none,teabf4_an,2.7,1549.0,0.81,0.6,0.61,0.0,0.86,0.0,8.5,0.0,0.0,0.0,0.0,115.0,0,1,36,5,24
porous carbon,none,teabf4_an,2.7,648.0,0.33,0.6,0.33,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0,1,36,5,24
N-doped porous carbon,none,lipf6_ec_dmc,2.7,1290.0,3.04,0.7,0.3,400.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,101.0,0,1,16,5,18
N-doped porous carbon,none,lipf6_ec_dmc,2.7,1222.0,2.76,0.7,0.28,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0,1,16,5,18
N-doped porous carbon,none,lipf6_ec_dmc,2.7,1487.0,0.74,1.0,0.56,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0,1,16,5,18
porous carbon,none,koh,1.0,2548.6,1.54,2.42,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0,0,36,5,14
porous carbon,none,koh,1.0,449.0,0.54,4.77,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0,1,36,5,14
porous carbon,none,koh,1.0,600.0,0.63,4.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0,1,36,5,14
porous carbon,none,koh,1.0,1018.0,1.07,4.18,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0,1,36,5,14
porous carbon,none,koh,1.0,1066.0,1.48,5.57,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0,1,36,5,14
porous carbon,none,koh,1.0,866.0,0.83,3.81,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0,1,36,5,14
porous carbon,none,koh,1.0,1456.0,1.35,3.7,0.38,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0,1,36,5,14
porous carbon,none,koh,1.0,971.0,0.99,4.07,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0,1,36,5,14
porous carbon,none,koh,0.9,943.0,0.44,1.9,0.0,0.0,1.15,2.06,23.32,0.0,0.0,0.0,0.0,232.0,0,0,36,5,14
porous carbon,none,koh,0.9,1177.0,0.55,1.89,0.0,0.0,1.27,1.88,21.89,0.0,0.0,0.0,0.0,267.0,0,0,36,5,14
porous carbon,none,koh,0.9,1733.0,0.86,1.97,0.0,0.0,1.38,1.64,18.98,0.0,0.0,0.0,0.0,304.0,0,0,36,5,14
porous carbon,none,koh,0.9,1841.0,1.05,2.25,0.0,0.0,1.78,1.39,17.14,0.0,0.0,0.0,0.0,187.0,0,0,36,5,14
porous carbon,none,koh,0.9,1554.0,0.94,2.36,0.0,0.0,2.35,1.09,15.24,0.0,0.0,0.0,0.0,204.0,0,0,36,5,14
porous carbon,none,h2so4,0.9,341.0,0.53,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0,0,36,5,9
porous carbon,none,h2so4,1.0,1161.6,2.78,21.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0,0,36,5,9
AC,none,h2so5,1.0,851.0,0.55,2.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0,0,3,5,11
N-doped carbon,none,koh,1.0,1299.0,0.0,0.0,0.0,0.0,0.89,4.8,0.0,0.0,0.0,0.0,0.0,491.0,0,0,13,5,14
N-doped carbon,none,koh,1.0,2090.0,0.0,0.0,0.0,0.0,0.9,4.1,0.0,0.0,0.0,0.0,0.0,525.0,0,0,13,5,14
porous carbon,none,bminbf6,4.0,3023.0,2.18,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0,0,36,5,1
carbon fiber,none,unknown,0.0,1218.0,1.075,0.0,0.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0,0,24,5,25
